GENE	ES_A549
RGS19	NA
HABP2	-0.59
LHX3	-0.51
CCNE1	-0.45
DRP2	-0.69
OR8A1	-0.42
DKFZP434A0131	-0.43
ZKSCAN5	-0.46
PPP1R8	NA
COG3	-0.68
ITGAV	-0.82
PLXNB1	-0.36
LAIR1	-0.43
TRADD	-0.46
LOC441877	-0.78
BCL2L2	-0.51
ZNF32	-0.37
TUSC2	0.49
LRRC40	-0.45
APPL1	-0.78
ZNF574	NA
C1GALT1	-0.64
ZNF323	-0.67
MYF6	-0.61
ADPRHL2	NA
GPSM1	0.38
ARL8B	-0.58
TAAR9	NA
IGSF8	-0.45
PEO1	-0.52
SCYL2	-0.67
PKD2	-0.73
SFTPB	-0.58
DHCR7	-0.69
ZNF649	-0.46
SYT12	-0.47
SLC27A2	0.39
IL2RB	-0.75
TM9SF3	-0.5
RUNX3	NA
ECH1	0.45
CKS1B	-0.46
PARP3	0.39
KIR2DL1	-0.48
SPDEF	-0.6
RAB23	-0.54
SLC13A4	NA
MAP2K5	-0.75
SDS	-0.44
AGPAT3	NA
CPB1	-0.55
C16ORF80	0.49
ABL2	-0.59
VIPR2	NA
KRT4	-0.62
TYW1	-0.78
NEK7	NA
WDSUB1	NA
GALM	NA
SLC35A1	-0.68
EMR2	-0.55
PTCH1	0.49
LILRA3	-0.65
RTN4RL2	-0.52
MAPK12	-0.75
GNPAT	0.36
A4GALT	-0.36
GHR	-0.62
SULF1	-0.51
RECQL5	-0.65
NEK6	-0.47
TMEM14B	-0.49
JTV1	NA
STK32C	0.43
MAPT	-0.44
REM1	-0.45
IFNK	-0.57
GFRA4	NA
TAAR6	0.34
SLC1A7	-0.64
TACR3	-0.35
TRIM42	-0.37
PANK1	NA
MYO9A	-0.61
SDHALP1	-0.66
DUS4L	NA
DUX2	NA
DLAT	-0.53
HKR1	-0.58
SLC9A3R1	0.43
MGAT2	NA
ARHGEF9	-0.67
BTBD6	NA
MATN2	NA
PINK1	NA
OR5W2	-0.37
IL6ST	-0.41
C6ORF192	NA
ZNF573	NA
AKAP4	0.31
DGKQ	NA
IFRD2	-0.51
ST8SIA6	-0.57
C1ORF166	NA
NES	-0.6
CHST11	NA
GABRQ	-0.53
MARK3	0.39
PPP2CB	-0.65
IL26	-0.65
P2RXL1	NA
HMBS	-0.71
POU2AF1	0.54
LTBP1	-0.56
SPPL2A	NA
C9ORF96	0.49
SDHB	-0.75
XLKD1	-0.62
IL1RAP	NA
LOC342460	-0.62
HRH3	-0.57
SLC25A12	-0.67
PARK2	0.49
FCER1A	NA
RNF41	NA
CD1D	-0.51
DGAT2L3	0.34
ABHD14B	-0.47
FGFRL1	0.32
SRMS	NA
VTI1B	-0.63
TXN2	NA
DOLPP1	-0.44
SYTL5	-0.49
IL20	NA
CETN1	-0.6
NPY	NA
TFG	NA
GPM6B	-0.6
BIRC2	0.36
BRDT	0.33
PACSIN1	NA
ARL4D	-0.58
EYA1	-0.45
S100A6	-0.48
C4ORF6	0.54
STAT5A	-0.67
LOC439974	NA
SARDH	NA
RAB6B	0.44
GPR37L1	-0.61
NOVA2	0.49
SRI	-0.58
DTNBP1	NA
PPARGC1B	-0.38
RASD1	0.4
DSCAM	0.38
MAFK	NA
MYO15A	NA
BTNL3	-0.65
CD7	0.45
CX3CL1	-0.56
INSR	NA
ETFDH	NA
DAXX	-0.51
L3MBTL	-0.61
CYP2J2	-0.58
RNASEL	0.43
ANKRD49	-0.66
ZNF91	NA
EN1	0.49
BRPF1	-0.56
TIPRL	-0.74
ISYNA1	NA
CGB	0.55
PVRL3	-0.54
CDC42EP1	NA
FGF16	-0.54
MAP3K12	-0.71
PDK2	-0.34
CST11	-0.67
CSN2	-0.48
TMED3	-0.65
PRKCDBP	NA
CDKL2	-0.59
ITGA5	0.53
ACVR2A	NA
ATOX1	-0.32
POLR2B	-0.37
GSTT1	0.49
UROS	0.29
ZNF493	-0.47
CRAT	0.31
MCL1	-0.61
RP6-213H19.1	-0.33
MMP26	-0.33
TCERG1	-0.72
ZNF333	-0.54
ATP5G1	-0.49
IFNA14	-0.56
FSTL4	NA
LMO7	-0.45
TCF21	0.49
AGBL2	-0.74
SSPN	NA
CCL16	-0.34
GRIA2	-0.61
MAPK4	-0.56
CES4	-0.78
ATP5G3	0.48
CAP1	-0.7
ALB	NA
OR8B8	NA
MUT	-0.62
RASL11B	-0.74
UGCGL2	-0.47
CHST13	NA
CCL1	-0.68
PDE2A	-0.52
FADS3	0.34
RARRES1	-0.44
SOAT1	0.4
STYK1	-0.39
FJX1	-0.5
C11ORF30	-0.78
GABRP	-0.6
PRCC	0.31
LRPPRC	-0.52
HMGB1	-0.67
SELPLG	-0.6
PPP1CB	0.34
FBXW5	NA
MOBP	-0.7
GPX4	0.34
EDIL3	-0.47
LSS	-0.65
SH3KBP1	0.34
MC2R	-0.44
TBK1	-0.6
PGC	-0.5
PARS2	-0.72
UBE2D4	-0.62
LBX1	NA
MTSS1	-0.67
COVA1	NA
POM121	NA
GRIN2B	NA
GPS2	0.48
RNMTL1	-0.66
LONRF2	NA
HSP90B1	-0.77
SSX4	NA
NP	-0.4
CDC42	-0.56
MYO3B	-0.65
MOGAT3	-0.46
KIAA1333	NA
GIPC1	-0.46
USP11	-0.68
HNRPA1	-0.66
ZNF658	NA
RAB21	NA
RHBDD2	-0.33
PFKFB1	-0.56
RBP5	0.35
TACSTD1	-0.74
WDR86	-0.6
TAF4	-0.63
SPINLW1	-0.59
LILRB5	-0.66
CDC25C	-0.37
SRP19	-0.55
CEACAM3	-0.41
ALDH6A1	-0.66
THY1	-0.59
GCS1	-0.7
CCL18	0.36
SRPRB	-0.62
SLU7	-0.62
RAB33A	-0.74
GPR21	-0.64
CABP1	-0.52
SAR1B	-0.51
ATP6V1G3	0.26
UBR2	0.41
UNG	NA
LOC391766	NA
PPIA	-0.46
PDX1	-0.62
NAT2	-0.56
DLX5	NA
MAN1A2	NA
GPR179	-0.57
UCHL5	-0.4
RAXL1	0.43
NFKB2	-0.46
CALML5	NA
SLC2A2	-0.65
MAST2	NA
ZRANB2	-0.66
COL3A1	-0.6
MSH2	-0.57
INPP1	-0.74
FLJ90650	-0.71
GNPDA2	-0.72
CRB1	-0.46
TCEAL1	-0.33
OVOL1	NA
CEP78	NA
CHRM3	0.53
CD59	-0.68
DNMT3B	-0.73
OTX1	0.3
AP1M1	0.46
C8B	-0.48
SEMA7A	NA
DHPS	NA
EBF2	0.23
SKIP	-0.6
C14ORF166B	-0.42
GRM6	-0.45
PREPL	-0.62
GABRA5	-0.71
NODAL	-0.6
ERO1LB	0.32
GSH1	-0.52
PCNA	0.44
KLHL4	-0.67
CPO	-0.63
PAK3	NA
ZCCHC13	NA
TWISTNB	-0.53
COL1A2	0.48
ALK	NA
PPARGC1A	NA
CASK	0.43
UBE2I	-0.53
PADI1	-0.64
TP53RK	0.31
SLC6A18	-0.29
ZNF221	NA
CDC73	NA
MYO1A	0.28
LGALS2	-0.47
SLC22A7	-0.38
KALRN	-0.35
HOXA1	-0.65
OR1A1	-0.45
YY2	NA
DCX	-0.53
CST4	-0.35
SCN2A	-0.74
TESK1	-0.39
C11ORF71	-0.59
GCDH	0.48
SLC9A1	-0.57
OR51T1	-0.61
NQO1	0.47
AXL	-0.41
NPY1R	-0.74
STYX	-0.63
LOC440345	0.46
TRAP1	NA
LOC143158	-0.27
ARHGDIA	-0.48
NDUFS6	NA
RNMT	0.44
PDE4A	-0.5
NMNAT1	-0.74
ACAD8	-0.6
NPY2R	-0.68
RASGRP3	NA
LYZL1	0.48
MCTP1	-0.37
F2RL2	-0.37
KRT10	NA
TH	-0.48
KIAA1797	NA
HSD11B1L	NA
ULBP3	-0.71
AMPH	NA
OBP2A	-0.61
PRMT8	0.34
PLRG1	-0.55
ATP2C1	0.48
HMGCS1	-0.44
L2HGDH	-0.57
TKTL1	-0.63
FBXO27	0.35
PNLDC1	0.48
GRIN1	-0.73
PTPN9	-0.53
CYBA	0.59
TRAF1	-0.5
FN3K	-0.54
OVGP1	NA
AP1S3	-0.53
SLC22A11	-0.58
CNTF	-0.74
GARNL3	-0.68
TTLL4	-0.56
RASGRF1	NA
DSG4	-0.77
NDUFV3	-0.68
FABP3	NA
STAMBP	0.41
TECTA	-0.46
CDGAP	-0.69
WNT7B	NA
GBE1	-0.53
UBE1L2	-0.6
RELA	-0.49
SALF	-0.58
ATP8A1	-0.58
LOC441803	NA
TRY1	-0.72
POU6F2	-0.4
DUX4	0.27
ASAHL	NA
RPL29	-0.54
SPINK6	-0.74
TNFRSF9	-0.76
FLJ32658	NA
MTA1	0.34
BCAT2	NA
KLF11	0.34
POU3F2	NA
CTR9	-0.7
MS4A12	-0.74
MYOC	-0.64
ST3GAL6	-0.74
PHF15	0.42
CCL13	-0.67
TUSC4	-0.56
PSKH2	-0.4
TOP1MT	NA
SLC43A3	-0.74
SPINK2	-0.64
RAB8B	-0.31
ZBTB32	-0.36
RRAGA	NA
CSNK2B	0.4
LEPREL1	NA
FAM127A	-0.55
ZNF343	-0.74
ARFIP2	-0.44
ACY3	NA
SGCG	NA
OSR1	0.48
ZNF197	NA
MITF	-0.62
PCDHB4	NA
ZBTB43	NA
TREML2	NA
IFNA5	-0.45
BCKDHA	-0.52
TNFRSF19	0.48
MIF	NA
NOSTRIN	-0.61
RIC8B	NA
KCNMB4	NA
TSSK2	0.48
RWDD3	NA
LRRN2	-0.42
LONP1	NA
KCNQ5	-0.65
MLKL	-0.67
IMP5	NA
LMX1B	-0.48
IL13RA1	-0.54
PIN1L	-0.53
MRGPRX1	NA
SIGLEC6	-0.74
FNDC3B	NA
WNT4	-0.61
FABP7	-0.52
TNP1	0.3
RHCE	-0.34
LOC402458	-0.54
CANT1	0.58
KCNJ13	-0.49
ZKSCAN3	0.39
CFB	-0.34
C20ORF135	-0.37
TRPC4	NA
ARSD	-0.38
NETO1	NA
CHRFAM7A	NA
PPP1R1B	NA
DOCK4	-0.58
ARHGAP19	-0.39
FUT2	-0.68
HNRPD	-0.43
CHST8	NA
CORO1A	NA
SLC6A6	0.35
ZNF568	-0.74
KUA	0.47
CEP110	-0.62
SLC5A5	-0.75
ARFGEF2	NA
AMELX	0.36
IL8	-0.57
RNASEH2A	-0.51
CD8B	-0.68
ERG	-0.52
C1RL	-0.62
DLG2	-0.68
ZNF18	-0.35
CACNA1D	-0.43
SEC13	NA
COX6B1	0.43
KPNA2	-0.77
BARHL2	-0.41
MFSD1	-0.46
ASNSD1	-0.7
KPNA6	-0.49
RBM7	0.36
TRAF3IP1	-0.73
PAPSS2	-0.58
ZKSCAN1	NA
GUCA1A	-0.71
GDF3	-0.57
EGFL6	-0.48
TERF2	-0.56
CPXM1	0.33
OR6V1	-0.71
SERPINF2	NA
DKFZP686K16132	-0.67
ZNF560	-0.47
HMOX1	-0.52
ALLC	-0.51
CCM2	0.41
EXOC6	NA
UBE2J1	0.47
DPP7	-0.44
PGAM1	NA
STK10	0.35
ATP2A1	-0.56
B4GALT1	-0.38
MCOLN1	0.37
FABP1	NA
XPNPEP2	-0.58
RYBP	-0.67
TNFSF13	-0.55
HOXB9	-0.38
TSSK1A	0.38
ALG2	-0.69
DBNDD1	0.42
VEGFB	NA
ADH7	0.47
CAND1	NA
SLCO1B1	-0.58
SENP8	-0.51
IREB2	-0.53
MLLT10	NA
PAK7	-0.41
TNK1	-0.61
FBXL21	-0.43
PCYOX1L	0.52
HOXA9	0.47
KCNH2	-0.61
NDUFB4	-0.6
STX1B2	-0.41
MTTP	0.47
GALNT7	-0.58
EIF2C1	-0.45
FFAR1	-0.54
BCR	-0.58
GSH2	NA
TAF7	-0.64
PGRMC2	-0.65
CORIN	-0.57
TMED7	-0.49
SLC35F5	-0.49
PABPC1	-0.52
CALN1	-0.52
GALNT1	-0.53
CCNF	0.36
DBH	-0.64
LOC391764	-0.59
VPS13D	-0.67
RND1	0.47
SKP1A	NA
CRYL1	-0.55
HIC1	NA
SMAD3	-0.43
HRC	NA
BTG2	-0.5
ARL3	-0.74
ST7L	NA
DCAMKL1	-0.61
KCNK3	-0.41
SAR1P3	0.47
LMNB1	-0.56
CSF2RB	-0.59
KCNQ3	-0.29
RNASE1	0.47
EHF	0.36
BIRC6	-0.7
ABCC2	-0.77
TRIM74	-0.39
EBAG9	-0.63
RHD	-0.74
ACTN2	0.33
CST6	0.58
SSH2	0.37
GABRG3	-0.67
PCSK9	NA
GMEB2	-0.36
DAB2IP	NA
LOC442075	NA
ZNF584	-0.6
SOX1	-0.6
MTR	NA
VAV3	NA
PPFIA1	-0.56
SGTA	0.36
PLCG2	-0.64
FREQ	-0.5
AGPAT2	-0.36
MLL3	-0.42
B3GALT2	0.47
IFNA10	-0.46
OR2G2	-0.67
TLX1	-0.51
RXFP1	-0.51
ANXA7	NA
EDEM2	NA
OR52I2	-0.49
RWDD2	-0.45
PPM1K	NA
MMP23A	NA
JAG1	-0.61
HAND2	0.38
XRCC4	0.47
SOST	0.4
KCNK4	0.5
TAF1A	-0.46
GNB2	-0.48
THADA	-0.57
BCOR	-0.64
SLC36A3	-0.38
RPH3AL	NA
NOX3	NA
DNAPTP6	-0.64
ENG	-0.53
TAF9	NA
SSSCA1	NA
CHRM4	0.41
ADRA2A	0.34
ICAM2	0.3
NRK	-0.63
ZNF179	NA
ZNF136	-0.52
OSR2	-0.46
POMGNT1	0.47
ESR1	-0.72
EIF2AK2	-0.47
ADPRH	NA
BBS1	-0.34
PADI3	-0.46
REPS2	-0.44
DGKG	-0.48
TNRC4	-0.65
PSMA3	-0.65
TRPM3	-0.44
AMPD1	-0.73
HMGB3	-0.42
UGT2B28	NA
HOXC9	-0.53
PRDX4	-0.48
DHRS7	-0.64
CAPS	0.43
PRSS33	0.47
CDKN2C	0.47
POLD2	-0.73
UMPS	0.39
IDUA	NA
GALNT5	-0.53
SULT4A1	-0.5
PDE5A	-0.67
LSM7	-0.71
RASL10A	-0.36
NGFB	-0.35
RNF103	NA
ZHX2	-0.64
CHRNA9	-0.56
CCR4	0.34
ZSCAN21	-0.57
DRD2	NA
IQGAP2	-0.55
CLDN14	0.43
CBX2	-0.39
UBL4B	NA
NUP155	-0.6
HSD17B8	0.47
TUSC5	-0.45
ATP13A1	NA
MOCS2	NA
LOC442350	NA
LYCAT	-0.73
HELT	NA
SLC25A40	-0.41
ACADM	NA
PAX2	-0.58
HERV-FRD	NA
LETM2	-0.65
REG1B	NA
SNTB2	0.52
AQP3	0.52
GNB3	-0.42
DNAJC7	-0.49
MAPK9	-0.55
TAS2R45	0.47
LOC441868	-0.41
SCNN1B	NA
CD84	-0.64
CORO1C	NA
MYCL2	-0.73
TXNDC14	-0.62
IL5RA	-0.56
ZSCAN20	-0.71
HELLS	NA
NOXA1	-0.58
TRPM7	-0.61
PARP9	-0.52
THOC1	-0.48
REPIN1	NA
NFATC3	-0.64
GHRL	NA
FAS	-0.68
GUCY1B3	-0.57
REEP1	-0.47
PDIK1L	0.34
C14ORF106	0.33
PRKD2	-0.64
PIN1	0.39
F9	-0.49
UBE1L	-0.47
LRAP	-0.49
RIMS1	-0.52
CCDC69	-0.5
SRC	-0.59
DNTTIP1	NA
LOC402679	-0.45
DUSP4	-0.69
CATSPER3	NA
RBCK1	NA
CSTF3	NA
TRIM48	-0.45
SFXN5	-0.49
GPRC5C	NA
IL1RN	-0.56
LOC439953	-0.64
ZNF627	NA
LSM11	0.41
CNKSR1	-0.41
HES2	-0.51
FAP	NA
KRT19	0.3
KIAA0152	-0.62
MKX	0.34
APOBEC3C	0.51
SCUBE2	0.33
SCRT1	-0.63
FPR1	-0.46
PSMB10	0.57
TSKU	-0.73
SLC3A2	-0.59
SOX21	-0.69
GPR31	-0.52
DIMT1L	-0.67
TRIM35	0.44
TPP2	-0.51
NEDD9	-0.4
UBE2C	0.27
SPATA8	-0.51
EFNB2	NA
APOC2	0.43
ST6GAL2	NA
TXNL4A	NA
SLC22A14	-0.31
PRRX2	-0.58
SMOC2	-0.42
HLA-C	NA
IL9R	-0.73
HOXB7	0.26
PIK3C3	-0.39
ST6GALNAC2	0.45
OPN1LW	-0.45
PLA2G2F	0.41
VPS4B	-0.67
CD44	-0.73
IL17RA	NA
HSPA5	0.57
CD79B	-0.64
MAP3K3	-0.76
ESR2	NA
ZNF777	NA
CNOT3	-0.61
RSAD2	-0.49
SRPR	-0.62
PLSCR4	NA
EME1	-0.73
CAPN12	-0.53
GTF2H1	0.46
SMNDC1	-0.58
ERCC1	-0.7
ADAMTS13	-0.59
GADD45A	-0.28
GNAO1	NA
ULBP2	-0.38
SFRS9	-0.45
OIP5	-0.64
GRID2	NA
SULT1A3	NA
2'-PDE	-0.46
XRCC1	0.56
LGMN	-0.73
ZNF26	-0.72
ACTN3	NA
RSPO3	NA
LTBR	NA
ZNF219	-0.73
CALR3	NA
WEE1	-0.66
ILF2	-0.56
IFNA4	-0.62
CAMK2B	NA
C12ORF51	-0.48
DNAJB11	-0.58
TPI1	-0.38
RASA2	-0.6
RWDD1	-0.59
PNPLA1	-0.73
KRT6A	-0.61
PKD2L2	-0.64
PARP10	NA
ADCY7	-0.73
TBX1	NA
SLC25A18	-0.52
DDHD2	-0.64
FARP2	0.31
NAALADL2	-0.34
HCFC1	0.36
TMPRSS6	-0.67
LOC388573	-0.52
FRAG1	NA
RAB17	-0.5
A4GNT	NA
KCNH6	NA
CTRB1	0.46
PITPNA	-0.52
CRP	-0.58
EIF3S3	0.28
XRN1	-0.69
MKL2	-0.6
IGF2BP3	-0.66
KREMEN1	-0.68
PPM1F	0.4
SLC13A1	0.46
MTA2	-0.32
ZNF324	NA
UBQLN1	-0.73
PCDHGA4	0.46
FNTA	-0.49
CCR6	NA
TUFT1	-0.51
CDC42EP2	-0.36
MYLK	-0.8
IQGAP1	-0.59
ZNF611	-0.46
SSBP4	NA
IL4R	-0.67
ZNF228	-0.68
EDD1	-0.62
POP1	-0.6
NKX2-8	-0.49
SLC16A5	-0.55
LOC442731	NA
RABGEF1	-0.7
GCLM	-0.54
RDH11	NA
HAAO	-0.71
PLEKHA5	-0.58
DZIP3	-0.73
C3ORF48	0.45
LARGE	-0.39
MOGAT2	-0.4
SPRY4	NA
STK35	-0.44
MAGOH	NA
GDF15	0.45
XPNPEP1	0.39
CACNB1	NA
SLCO3A1	-0.52
GOLGA4	-0.68
FLJ40125	0.49
SLC22A4	-0.57
FRMD1	NA
TXNDC8	-0.56
NEK2	-0.53
FOXL1	0.46
SNAP29	0.33
TRDMT1	-0.53
SNAPC4	-0.72
WDR51A	0.46
NDUFB8	-0.63
PDCD1	-0.35
TAF6	-0.49
C14ORF41	-0.51
MYCL1	-0.53
MED18	-0.53
SGK3	-0.63
ACR	NA
NLGN3	NA
DOCK1	-0.39
SMPD3	0.34
RAPGEF1	-0.7
KTN1	-0.67
RECQL4	NA
LOC439955	0.46
TMPRSS3	NA
FOXF1	-0.64
BID	-0.57
GUCY1B2	-0.67
TGIF2LY	-0.71
OR1F1	-0.5
AP3S1	0.33
CLPTM1	NA
CD86	-0.76
THRA	NA
OR1K1	-0.64
PTPRG	-0.4
OR5T1	-0.52
ADAMTS18	-0.42
THEM2	-0.72
RALB	-0.56
TINF2	0.33
EME2	0.43
OR7A5	-0.6
ANUBL1	-0.33
ZNF157	-0.69
PER3	-0.53
AQP6	NA
GJA4	-0.59
LOC346085	-0.48
STX5	-0.34
HNRNPG-T	-0.38
QTRTD1	-0.51
GJB4	-0.5
LOC54103	NA
SLC26A3	-0.73
P2RY5	0.36
PB1	-0.54
CBS	NA
SLC35B1	NA
RAB3GAP2	-0.34
ATP11B	0.42
CDC25B	0.28
PPP1R3A	-0.7
P4HA2	-0.6
SLC6A7	-0.59
SUCNR1	0.37
RHBDD1	-0.45
SUPT4H1	-0.71
BAIAP2	-0.56
OR10H3	-0.73
DDX5	-0.69
THRB	-0.52
IL17RE	-0.34
CGREF1	-0.35
HDHD2	-0.49
LOC392352	-0.62
GPR45	NA
LOC342897	0.46
CWF19L1	NA
MNAT1	NA
HLA-G	-0.34
SLC37A2	-0.48
GALNT2	-0.49
DCAMKL3	NA
PREI3	-0.71
LOC51136	NA
MRGPRD	-0.46
ADRA1A	-0.45
ACOT8	-0.56
ATP5D	0.38
HS6ST3	-0.73
TAF6L	NA
SLC25A33	-0.6
MIPEP	NA
CDH11	-0.5
EPOR	-0.55
ZNF143	-0.58
XYLB	NA
TEAD3	-0.61
ACTB	NA
CTSC	NA
LAMC3	-0.52
GRB10	-0.59
PIK3R5	-0.45
PRKDC	-0.62
SERPINA5	NA
VIPR1	-0.55
GABRG2	-0.43
FOXE1	0.41
RAC1	-0.63
AIFM2	NA
RYR1	-0.63
NCR1	-0.71
RNF133	NA
PNRC2	-0.56
UBE2W	-0.43
SH2D3A	0.35
PROKR2	NA
FBXW11	NA
PGM3	NA
GPA33	-0.53
ARPC1B	0.5
KIAA1967	NA
LOC285407	0.39
POLR3F	-0.52
AMHR2	-0.42
PQBP1	-0.54
FGF18	-0.36
RICTOR	-0.69
KRT3	-0.43
MAOB	NA
HIP2	-0.49
SLC22A5	NA
OR2W1	-0.28
ANKRD37	-0.31
SULT1A2	0.42
BNC1	-0.57
CALU	NA
PLAGL2	-0.65
CCBL1	-0.56
PCDHGA3	-0.43
RASL10B	-0.45
CASP14	0.42
FLJ10292	-0.36
HEYL	-0.38
ENTPD3	-0.45
ADRBK1	NA
CYP2F1	-0.54
CHSY1	NA
JMJD2B	NA
DBN1	NA
PIP5KL1	-0.59
ATG4B	-0.65
CKS2	-0.42
NMNAT3	-0.44
CHST1	NA
SPINT1	0.35
ADD1	NA
LOC388817	-0.29
DHX8	-0.38
HRASLS	0.5
P2RY10	-0.5
ABCC9	-0.52
TCN1	-0.64
CD36	NA
NKIRAS2	-0.55
EPHA1	0.4
MORC1	-0.39
SCYL1	NA
PTPRF	-0.46
FUT1	0.46
DNAJC8	-0.57
CRELD1	-0.53
P2RY2	0.47
ZNF655	-0.56
ZNF519	-0.56
H2AFZ	-0.32
TMPRSS9	-0.72
SLC25A2	-0.49
KHK	0.56
GABRR1	-0.62
GEM	-0.27
ADCY6	NA
CSNK1A1	-0.76
PRKCG	0.47
UQCRQ	-0.5
FLJ16165	-0.55
ACAA2	-0.47
IGLL1	0.5
LOC344178	NA
PFKM	-0.65
CTNNB1	NA
MSC	NA
ALG3	-0.72
RPS10	-0.72
PANK4	NA
HOXB4	-0.72
C8A	-0.68
TBX6	NA
LZTFL1	-0.59
CCR10	NA
FLNA	-0.5
HS3ST3B1	-0.65
APOLD1	NA
CSMD1	-0.55
TREX2	0.41
LOC390427	-0.51
HOXD1	NA
POMC	NA
ZBTB4	NA
ACHE	-0.76
TLR4	-0.65
PDE6B	-0.63
AFP	-0.61
S100A7A	-0.58
ETHE1	-0.5
TCEA2	NA
NRXN3	NA
KIAA0317	NA
MOV10	0.45
D4ST1	NA
UBL5	-0.5
LOC116143	-0.68
LHPP	NA
WFS1	-0.49
MSH5	-0.32
ASF1A	-0.41
FZD6	-0.41
CYP3A43	-0.41
DNAJC1	-0.69
ZNF154	-0.27
MTHFD2L	-0.57
LILRA5	-0.65
CD9	NA
GDF2	-0.72
CCL17	-0.55
POLR2C	-0.25
MMP20	-0.31
SYT17	-0.41
STAC3	0.5
HINT3	-0.48
SNTB1	-0.72
COX15	-0.5
COX7AP2	NA
TM4SF1	NA
RTEL1	-0.52
C1ORF183	-0.72
CCL11	0.27
MKRN1	NA
ATP11A	-0.46
LOC389772	-0.51
ASMT	0.39
CUBN	NA
RASD2	NA
FUT9	NA
DPP4	-0.59
CAPN6	-0.42
RASGEF1B	-0.65
CILP	-0.68
TRAPPC3	NA
LOC391295	-0.39
OR6B3	-0.48
PER2	-0.72
HAS3	0.5
HRK	NA
ZNF605	-0.32
PNLIP	0.45
BMP5	0.34
SLC7A13	-0.44
OBSCN	-0.43
SSBP2	-0.61
DNM3	NA
APOH	-0.64
PCDH10	-0.45
FAM62A	0.29
LRRK2	-0.54
RHOJ	0.45
MIST	NA
ARHGEF18	NA
CLEC4F	-0.54
ZNF2	0.45
CYP27B1	-0.45
C7	-0.44
ZNF76	-0.55
EP300	-0.68
MOCS3	NA
CHKB	NA
COASY	NA
DLK1	-0.63
STRBP	-0.47
TRAF3IP3	-0.48
HSPC105	-0.49
CDKN2D	NA
SERPINA6	NA
AP1S1	0.45
EIF4B	NA
CHRNA5	-0.53
EGFL9	0.5
RAC3	-0.45
ECT2	-0.67
FGF12	-0.72
SLAMF7	-0.71
ITGB2	0.25
TSHR	0.45
POLA1	NA
IL15RA	NA
SNTA1	0.39
ATRN	-0.57
SOCS6	-0.48
GPR15	0.42
MELK	-0.58
AOF1	-0.5
SLC1A6	-0.45
IL2RA	NA
GFAP	NA
CUTC	-0.55
NRBP1	-0.38
DHODH	NA
VAV1	0.37
CREBBP	NA
LOC390596	-0.72
GPR84	0.33
JAK3	-0.31
PRKAR2B	NA
HRH4	-0.69
IFNW1	-0.53
CETN3	-0.6
DUSP8	-0.56
BMP4	-0.61
ASPH	-0.35
SYT5	NA
ARHGEF1	-0.4
UGT2B7	NA
LOC440388	-0.7
MLL4	-0.55
CYP2W1	0.36
TSSK6	-0.71
IRAK1BP1	-0.72
HAT1	-0.59
FGF10	-0.44
DMRT3	0.4
KCNG2	NA
NDP	NA
PSMD5	-0.56
CAMK1G	-0.5
TNFRSF19L	0.49
TRIM69	-0.72
UFD1L	0.3
IFNA13	0.45
FEZF2	-0.56
ACCN1	-0.63
ATPBD3	0.46
PCSK6	-0.42
RRAD	-0.5
SLC25A20	-0.72
ROBO1	-0.65
RARG	-0.68
DFFA	-0.48
BMPR1B	NA
ARAF	-0.42
LOC401447	NA
ZNF408	-0.53
CASP10	-0.32
TCF3	NA
GPR83	NA
NTSR1	-0.61
TRIM25	NA
VRK1	-0.48
FABP5	0.43
MCTS1	-0.41
MAP3K14	0.49
ZNF521	-0.53
C1ORF87	-0.48
FCRL3	-0.75
CCRK	-0.44
CD5	0.4
BBX	-0.63
SUPT16H	-0.65
DHDDS	-0.53
CEP55	-0.69
FEM1A	NA
SLC36A4	NA
SEC24B	0.37
SEC23B	0.28
FKBP8	-0.48
MYD88	-0.61
SLC8A3	0.45
AACS	0.38
PRG1	0.45
LUC7L2	NA
PADI2	-0.57
S100A14	-0.49
ELA2A	NA
ATP10A	0.45
NFKBIE	-0.52
LOC341112	-0.63
GBA2	-0.58
NUP62	-0.58
ADAM18	-0.44
GYS2	-0.51
KLRF1	-0.67
ABCC6	0.49
LPL	-0.64
ROGDI	-0.58
FBXL5	NA
RDH14	NA
PCDHB3	-0.49
LOC441215	-0.53
ITGA10	-0.61
PLCE1	NA
HES3	-0.45
GLE1L	-0.7
COBL	NA
MYT1	-0.6
SPTLC1	-0.67
GPR152	NA
SOX7	0.34
ADARB2	-0.52
HOXB3	-0.45
PROSC	-0.71
MYNN	-0.68
RAB5C	0.27
NEIL2	NA
C11ORF17	NA
VENTX	-0.58
PTGER3	NA
COL8A2	-0.64
MCC	0.33
MMP1	NA
PNN	-0.67
DRG1	-0.57
CSF3	NA
PPP1R1A	-0.55
ACVR1	-0.67
HTR1F	-0.64
RAB27B	0.37
CCL8	NA
RGSL2	-0.63
PAEP	NA
KRT14	-0.43
B4GALT3	-0.62
MT3	-0.41
CDK3	-0.57
IFNG	0.38
GALR2	0.44
NFXL1	-0.6
NDUFV1	-0.51
KIAA1804	-0.53
LCN2	-0.41
APRT	-0.39
TPTE2	0.49
SLC19A1	-0.46
LMAN1	-0.6
PLK2	NA
RG9MTD3	-0.73
GDPD5	-0.71
NRIP1	-0.48
SPOCK2	-0.65
LOC392265	-0.72
SOD3	0.33
NLGN2	0.41
OR13A1	-0.52
F12	-0.57
LASS3	NA
KCNV2	0.54
TAS2R14	-0.48
