pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
M Phase	212	84	3.15627372759434	0.450124688279302	0.623785356991821	AHCTF1;ANAPC1;ANAPC5;APITD1-CORT;BANF1;CASC5;CCNB1;CDC20;CENPC;CENPF;CENPM;CENPO;CENPU;CKAP5;CLASP1;CLASP2;HIST1H2AB;HIST1H2AJ;HIST1H2BA;HIST1H2BB;HIST1H2BK;HIST1H3C;HIST1H3G;HIST1H3I;HIST1H4B;HIST1H4J;KIF23;KNTC1;LMNB1;LPIN3;MCPH1;NCAPG;NDE1;NEK6;NIPBL;NSL1;NUF2;NUP107;NUP155;NUP188;NUP205;NUP35;NUP37;NUP54;NUP62;NUP85;NUP88;NUP93;NUPL2;PDS5B;PLK1;PMF1;PPP1CC;PPP2CA;PPP2R2A;PPP2R5E;PRKCA;PRKCB;PSMA1;PSMB10;PSMC3;PSMC6;PSMD13;PSMD2;PSMD5;PSMD6;PSMD9;PSME2;PSME4;RAB1A;RAB1B;RAD21;RANGAP1;RCC2;SEH1L;SET;SGOL1;SGOL2;SMC2;SMC3;TAOK1;TPR;USO1;ZWINT
mRNA 3'-end processing	23	2	1.63088003677896	0.897042716319825	0.749362450230115	CPSF1;SRSF11
mRNA Capping	22	2	4.14620088752639	0.399780941949617	0.623785356991821	GTF2H3;RNMT
mRNA decay by 3' to 5' exoribonuclease	0	NA	NA	NA	NA	
mRNA decay by 5' to 3' exoribonuclease	14	2	2.97009461376052	0.625692137320044	0.679516824300615	LSM5;PATL1
mRNA Splicing	87	16	2.16647697265193	0.819277108433735	0.738888494076511	CCAR1;CPSF1;CPSF2;HNRNPH1;NCBP2;PHF5A;POLR2A;POLR2C;POLR2K;POLR2L;RBM5;SF3A2;SF3B3;U2AF2;YBX1;ZMAT5
mTORC1-mediated signalling	15	2	2.06841976544405	0.758215962441315	0.719786172501165	EIF4E;MTOR
mTOR signalling	30	2	3.71223134585423	0.324189526184539	0.623785356991821	MTOR;PRKAA1
Muscle contraction	54	3	7.77071094834742	0.00872817955112219	0.378971695166488	MYL2;TCAP;TTN
MyD88 cascade initiated on plasma membrane	56	9	2.46058161593638	0.542719614921781	0.642027550808368	ATF2;CHUK;IRAK2;MAP2K6;MAPK11;MAPK3;MAPK8;MAPKAPK2;PPP2CA
MyD88 dependent cascade initiated on endosome	57	9	2.93066565413587	0.425992779783394	0.623785356991821	ATF2;CHUK;MAP2K6;MAPK1;MAPK11;MAPK8;MAPKAPK2;NOD2;PPP2CA
MyD88-independent TLR3/TLR4 cascade	68	9	2.93066565413587	0.425992779783394	0.623785356991821	ATF2;CHUK;MAP2K6;MAPK1;MAPK11;MAPK8;MAPKAPK2;NOD2;PPP2CA
MyD88:Mal cascade initiated on plasma membrane	63	9	2.87329350660498	0.44043321299639	0.623785356991821	ATF2;CHUK;MAP2K3;MAPK1;MAPK11;MAPK8;MAPKAPK2;NOD2;PPP2CA
Myogenesis	26	2	2.47346099363209	0.612219451371571	0.676271791495362	CTNNA1;MAPK11
NCAM1 interactions	33	8	3.39619515397121	0.328519855595668	0.623785356991821	CACNA1H;CACNA1I;COL4A2;COL6A1;COL6A2;COL6A3;COL6A6;NCAM1
NCAM signaling for neurite out-growth	217	81	2.92162528820116	0.42719614921781	0.623785356991821	ACTN2;AGRN;APBB1IP;ARTN;CACNA1H;CACNA1I;CACNB4;CAMK2A;CAMK2G;CNKSR1;COL4A2;COL4A3;COL4A4;COL6A2;COL6A6;COL9A3;CSK;CUL3;DAB2IP;DLG4;DUSP16;EGF;ERBB4;FGF23;FGF3;FGF6;FGF9;FGG;FN1;GFRA2;GRB2;GRIN1;GRIN2C;GRIN2D;IL17RD;IL2RA;IL2RB;IL3;ITGA2B;ITGB3;JAK3;KIT;KL;LAT;MAP3K11;MAPK1;MAPK3;NCAM1;NEFL;NF1;NRAS;NRG1;PAQR3;PDGFB;PDGFRA;PDGFRB;PPP2CA;PSMA1;PSMB10;PSMD1;PSMD13;PSMD14;PSMD4;PSMD5;PSMD6;PSME1;PSME4;PTK2;RAF1;RASA1;RASAL1;RASAL2;RASGRP1;RASGRP4;SOS1;SPTB;SPTBN1;ST8SIA2;TEK;UBA52;YWHAB
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	0	NA	NA	NA	NA	
Negative epigenetic regulation of rRNA expression	64	8	3.78118724884723	0.381455399061033	0.623785356991821	CDK7;ERCC2;GTF2H3;HIST1H3I;POLR2L;SIN3B;SIRT1;TAF1B
Negative regulation of FGFR1 signaling	23	3	1.67027951462519	0.78927680798005	0.727492871462523	FGF10;GRB2;PPP2CA
Negative regulation of FGFR2 signaling	22	4	1.78108275840241	0.768079800498753	0.719786172501165	FGF10;FGF6;GRB2;PPP2CA
Negative regulation of FGFR3 signaling	19	2	1.23956716457382	0.872442839951865	0.746176001333944	GRB2;PPP2CA
Negative regulation of FGFR4 signaling	21	3	1.4279379244408	NA	NA	FGF6;GRB2;PPP2CA
Negative regulation of MAPK pathway	30	2	3.33430592571328	0.341756919374248	0.623785356991821	PPP2CA;RAF1
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	0	NA	NA	NA	NA	
Negative regulators of RIG-I/MDA5 signaling	23	2	4.10097351483529	0.215403128760529	0.563978051061066	IFIH1;ITCH
Nephrin interactions	18	2	4.04499497268283	0.260598503740648	0.623785356991821	ACTN1;NPHS1
Netrin-1 signaling	28	2	6.24578174127905	0.0276774969915764	0.378971695166488	ROBO1;SLIT3
Netrin mediated repulsion signals	0	NA	NA	NA	NA	
Neuronal System	227	71	3.57250366795381	0.300842358604091	0.623785356991821	ABCC8;ABCC9;ACTN2;ADCY3;ADCY5;ADCY8;ADCY9;AP2A1;AP2S1;APBA1;CACNA2D3;CACNB2;CACNB3;CACNG2;CAMK2A;CAMK2B;CAMK4;COMT;CREB1;DLG1;DNAJC5;GLUL;GNAL;GNG7;GRIA1;GRIK3;HCN2;HRAS;HSPA8;KCNAB2;KCNAB3;KCNC2;KCNC3;KCNG4;KCNH2;KCNH3;KCNH4;KCNH6;KCNH7;KCNJ5;KCNJ6;KCNJ9;KCNK1;KCNK13;KCNK7;KCNMA1;KCNMB1;KCNMB2;KCNN1;KCNQ1;KCNQ2;KCNS1;KCNS3;PANX1;PLCB1;PLCB2;PPFIA1;PPFIA2;PPFIA4;PRKCA;PRKCB;RRAS;SLC1A3;SLC1A6;SLC38A2;SLC6A1;SLC6A11;SLC6A13;SLC6A3;SYN3;SYT1
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	115	3	1.43359034918959	0.829121540312876	0.739574260943796	GABRA5;GABRA6;GABRG2
Neurotransmitter Release Cycle	38	7	3.82913843690454	0.298004987531172	0.623785356991821	GAD2;GLS;SLC1A1;SLC1A3;SLC38A2;SYN3;VAMP2
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	10	2	3.19089606686051	0.628696604600219	0.681683793925241	CHUK;IFIH1
NF-kB is activated and signals survival	0	NA	NA	NA	NA	
NGF signalling via TRKA from the plasma membrane	281	103	3.31668541914883	0.346570397111913	0.623785356991821	ACTN2;ADCY3;ADCY5;ADCY7;ADCY9;ADCYAP1R1;ADORA2A;AKT1;AKT1S1;AP2M1;ATF1;BAD;CALM3;CAMK2D;CD19;CHUK;CREB1;DLG4;DUSP16;EGFR;EREG;FGF10;FGF2;FGF23;FGF3;FGFR2;FGFR3;FGG;GRIN2B;GRIN2D;KIT;KRAS;KSR2;LAMTOR3;LAT;MAPK11;MAPK12;MAPK3;MAPKAPK3;MLST8;MOV10;MTOR;NCAM1;NF1;NRG1;NTRK1;PDE1C;PDGFRA;PDGFRB;PHB;PHLPP2;PIK3CB;PIK3R3;PLCG1;PPP2CA;PPP2R5E;PPP5C;PRKACA;PRKACG;PRKAR1A;PRKCD;PSMA1;PSMA4;PSMB10;PSMC3;PSMC6;PSMD11;PSMD12;PSMD13;PSMD2;PSMD3;PSMD4;PSMD5;PSMD6;PSMD9;PSME4;PTEN;PTPRA;RAF1;RAP1B;RAPGEF2;RASA1;RASA3;RASAL1;RASGRF1;RASGRP1;RASGRP3;RPS6KA1;RPS6KA5;SOS1;SPRED2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;TLN1;TNRC6B;TRIB3;VAV1;VCL;VWF
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	10	3	3.7612945055747	0.270758122743682	0.623785356991821	EDEM3;MAN1B1;UGGT2
NICD traffics to nucleus	10	2	2.66907171077094	0.72289156626506	0.717318816047996	MAML3;NOTCH3
Nicotinate metabolism	0	NA	NA	NA	NA	
NIK-->noncanonical NF-kB signaling	42	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
Nitric oxide stimulates guanylate cyclase	13	3	1.80545200831954	0.742478941034898	0.717318816047996	NOS1;PDE2A;PDE3B
NOD1/2 Signaling Pathway	21	4	3.51641060989303	0.30806257521059	0.623785356991821	CASP2;CHUK;ITCH;NOD1
Non-coding RNA Metabolism	44	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Nonhomologous End-Joining (NHEJ)	46	3	3.34325345490539	0.532668881506091	0.632375390851537	DCLRE1C;PRKDC;RIF1
Non-integrin membrane-ECM interactions	36	3	5.24511614903607	0.0770156438026474	0.378971695166488	DAG1;LAMA3;LAMA5
Nonsense-Mediated Decay (NMD)	74	2	5.78067631052621	0.123767798466594	0.418030116799156	RPL31;RPS3A
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	74	2	5.78067631052621	0.123767798466594	0.418030116799156	RPL31;RPS3A
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	60	2	5.78067631052621	0.123767798466594	0.418030116799156	RPL31;RPS3A
NoRC negatively regulates rRNA expression	62	2	3.5692146781885	0.431924882629108	0.623785356991821	HIST1H3I;SIN3B
Norepinephrine Neurotransmitter Release Cycle	13	3	1.81713613224328	0.833887043189369	0.739922915505981	PPFIA1;PPFIA3;UNC13B
NOTCH1 Intracellular Domain Regulates Transcription	31	2	4.5973937582023	0.14560770156438	0.457247567934286	EP300;MAML3
NOTCH2 Activation and Transmission of Signal to the Nucleus	15	2	1.93083598145046	0.734413965087282	0.717318816047996	JAG1;MIB1
NOTCH2 intracellular domain regulates transcription	0	NA	NA	NA	NA	
Notch-HLH transcription pathway	10	2	2.66907171077094	0.72289156626506	0.717318816047996	MAML3;NOTCH3
NRAGE signals death through JNK	35	5	4.88317633807681	0.113116726835138	0.402163942791325	ITSN1;MAPK8;MCF2L;OBSCN;RAC1
NRIF signals cell death from the nucleus	11	2	3.11494430005929	0.544600938967136	0.642027550808368	MAPK8;NGFR
NS1 Mediated Effects on Host Pathways	31	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Nuclear Envelope Breakdown	45	2	6.07591812384921	0.0361596009975062	0.378971695166488	NUP188;NUP205
Nuclear Envelope Reassembly	11	2	2.83695362453257	0.532418952618454	0.632375390851537	PPP2CA;PPP2R2A
Nuclear Events (kinase and transcription factor activation)	16	2	1.80113132510432	0.743682310469314	0.717318816047996	MAPK1;PPP2CA
Nuclear import of Rev protein	28	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Nuclear Pore Complex (NPC) Disassembly	30	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Nuclear Receptor transcription pathway	40	5	4.06470394191025	0.220216606498195	0.570552940114229	ESRRB;HNF4G;MED1;RARB;RORC
Nuclear signaling by ERBB4	30	2	3.77556055140782	0.267148014440433	0.623785356991821	PRL;PRLR
Nucleosome assembly	45	2	1.90267455438123	0.856516976998905	0.746171194613845	CENPM;HIST1H4J
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0	NA	NA	NA	NA	
Nucleotide Excision Repair	84	6	5.963124226389	0.0704225352112676	0.378971695166488	ACTR5;EP300;GTF2H3;INO80;POLR2A;XPC
Nucleotide metabolism	64	5	5.2638609348474	0.0746089049338147	0.378971695166488	DCK;GUK1;IMPDH1;ITPA;NT5C2
O-glycosylation of TSR domain-containing proteins	35	11	4.59661917593173	0.14560770156438	0.457247567934286	ADAMTS12;ADAMTS13;ADAMTS14;ADAMTS16;ADAMTS17;ADAMTS9;ADAMTSL2;POFUT2;SEMA5A;SPON1;SSPO
Olfactory Signaling Pathway	249	118	-0.955917757913118	0.997593261131167	0.766645397684284	GNAL;GNGT1;OR10A3;OR10A6;OR10G3;OR10G7;OR10G8;OR10G9;OR10H1;OR10J5;OR10K1;OR10K2;OR10R2;OR10S1;OR10T2;OR10Z1;OR11H6;OR13C2;OR13C9;OR13G1;OR14C36;OR1A1;OR1B1;OR1C1;OR1D2;OR1E1;OR1F1;OR1L1;OR1L8;OR1M1;OR1N1;OR1Q1;OR1S1;OR2A2;OR2A25;OR2AG1;OR2AG2;OR2AK2;OR2AT4;OR2B3;OR2B6;OR2C1;OR2G2;OR2L13;OR2L8;OR2M2;OR2M5;OR2M7;OR2S2;OR2T1;OR2T11;OR2W5;OR3A2;OR4A16;OR4A5;OR4B1;OR4C12;OR4C3;OR4D11;OR4D6;OR4K1;OR4K13;OR4M1;OR4N2;OR4N4;OR4S2;OR4X1;OR51A2;OR51A4;OR51A7;OR51B2;OR51B5;OR51G1;OR51I2;OR51L1;OR51M1;OR51Q1;OR51S1;OR51V1;OR52A5;OR52D1;OR52E2;OR52E4;OR52J3;OR52M1;OR52N4;OR52W1;OR5A1;OR5AC2;OR5AU1;OR5F1;OR5H1;OR5H14;OR5K4;OR5L1;OR5P3;OR5V1;OR5W2;OR6B2;OR6C65;OR6C75;OR6K6;OR6N2;OR6T1;OR7A10;OR7A17;OR7C1;OR7G1;OR8D1;OR8G2;OR8H1;OR8J1;OR8J3;OR8K5;OR8S1;OR8U1;OR9G1;OR9Q2
O-linked glycosylation	85	2	6.36630190892871	0.0204572803850782	0.378971695166488	GALNT16;MUC2
O-linked glycosylation of mucins	50	2	6.36630190892871	0.0204572803850782	0.378971695166488	GALNT16;MUC2
Oncogene Induced Senescence	19	3	2.74551684555948	0.474127557160048	0.623785356991821	E2F2;TNRC6A;TNRC6B
Opioid Signalling	66	2	4.92863209349407	0.10589651022864	0.386669414805691	ADCY8;PDE4B
Orc1 removal from chromatin	52	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Organelle biogenesis and maintenance	245	2	5.90285867877388	0.0373044524669073	0.378971695166488	MRPL22;PTCD3
Other semaphorin interactions	0	NA	NA	NA	NA	
Oxidative Stress Induced Senescence	70	3	3.66057776150944	0.327930174563591	0.623785356991821	HIST1H3I;TNRC6A;TNRC6B
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	14	2	0.596112424034821	0.962441314553991	0.755254804411399	EGLN1;EPAS1
p130Cas linkage to MAPK signaling for integrins	14	2	3.03471648110094	0.660460021905805	0.701486504229673	FN1;RAP1B
p38MAPK events	10	2	2.11788053437764	0.654632972322503	0.697490857220474	MAPK11;MAPKAPK2
p53-Dependent G1 DNA Damage Response	42	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
p53-Dependent G1/S DNA damage checkpoint	42	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
p53-Independent DNA Damage Response	38	2	5.91285920845296	0.102957283680175	0.384245156985485	PSMD5;PSME4
p53-Independent G1/S DNA damage checkpoint	0	NA	NA	NA	NA	
p75 NTR receptor-mediated signalling	63	7	5.55361111120043	0.049338146811071	0.378971695166488	FGD3;MAPK8;MCF2L;NGFR;OBSCN;PRDM4;RAC1
p75NTR recruits signalling complexes	0	NA	NA	NA	NA	
p75NTR signals via NF-kB	11	2	1.33692839074487	0.889671361502347	0.749362450230115	NGFR;SQSTM1
Packaging Of Telomere Ends	28	2	3.65139129611961	0.45514950166113	0.623785356991821	ACD;TERF2IP
Pausing and recovery of HIV elongation	26	2	3.31777023908039	NA	NA	POLR2A;POLR2L
Pausing and recovery of Tat-mediated HIV elongation	25	2	3.31777023908039	NA	NA	POLR2A;POLR2L
PCNA-Dependent Long Patch Base Excision Repair	18	2	2.54601959532415	0.743702081051479	0.717318816047996	FEN1;POLE
PCP/CE pathway	69	7	4.35968606484825	0.208229426433915	0.553781301210809	DVL2;PRICKLE1;PSMC6;PSMD13;PSMD5;PSME4;WNT4
PD-1 signaling	11	2	1.37147690849779	0.898117386489479	0.749362450230115	HLA-DRB5;PTPN6
PECAM1 interactions	0	NA	NA	NA	NA	
Peptide chain elongation	54	2	5.78067631052621	0.123767798466594	0.418030116799156	RPL31;RPS3A
Peptide hormone biosynthesis	0	NA	NA	NA	NA	
Peptide hormone metabolism	51	2	6.39359412009448	0.0204572803850782	0.378971695166488	GHRL;KLF4
Peptide ligand-binding receptors	0	NA	NA	NA	NA	
PERK regulates gene expression	0	NA	NA	NA	NA	
Peroxisomal lipid metabolism	19	2	1.98635665364807	0.700361010830325	0.717318816047996	ACOX2;HSD17B4
Phase 1 - Functionalization of compounds	48	5	2.95694371848738	0.422382671480144	0.623785356991821	ALDH3A1;CYP2F1;CYP46A1;CYP4F11;NCOA1
Phase II conjugation	58	2	3.28399148775361	0.348977135980746	0.623785356991821	SLC35D1;UGT2B4
Phenylalanine and tyrosine catabolism	0	NA	NA	NA	NA	
Phospholipase C-mediated cascade: FGFR1	33	4	2.56616352481491	0.51985559566787	0.632289716362594	ADCY8;ADCY9;CALM3;CAMK4
Phospholipase C-mediated cascade; FGFR2	32	6	2.80313880038153	0.457280385078219	0.623785356991821	ADCY1;ADCY8;ADCY9;CALM3;CAMK4;PDE1C
Phospholipase C-mediated cascade; FGFR3	29	5	2.94104370712896	0.425992779783394	0.623785356991821	ADCY1;ADCY3;ADCY8;ADCY9;CALM3
Phospholipase C-mediated cascade; FGFR4	31	5	2.96666062121961	0.418772563176895	0.623785356991821	ADCY1;ADCY3;ADCY8;ADCY9;PDE1C
Phospholipid metabolism	114	12	6.87608829674171	0.0156438026474128	0.378971695166488	ARF1;GPCPD1;INPP4B;MTMR2;MTMR6;PIK3C2G;PIK3R4;PIP5K1A;PLA2G2A;PLA2G4D;PLA2G4E;PLBD1
Phosphorylation of CD3 and TCR zeta chains	10	3	0.860640233563833	0.952380952380952	0.753901725439927	HLA-DRB5;PAG1;PTPRJ
Phosphorylation of the APC/C	12	2	1.32222630263479	0.926615553121577	0.752326154722782	ANAPC4;ANAPC5
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	11	2	2.52310276916692	0.746987951807229	0.717318816047996	CTNNB1;PPP2CA
PI3K/AKT activation	77	3	4.8649963268989	0.115523465703971	0.407978477332888	NTRK1;PDGFRB;PIK3CA
PI3K/AKT Signaling in Cancer	63	3	3.50736315454308	0.310469314079422	0.623785356991821	NRG1;PDGFRB;PIK3R1
PI3K Cascade	58	2	3.71223134585423	0.275571600481348	0.623785356991821	MTOR;PRKAA1
PI-3K cascade:FGFR1	76	6	4.51205970305733	0.151624548736462	0.457247567934286	EGF;NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PI-3K cascade:FGFR2	76	5	4.3163000637863	0.181708784596871	0.509317715135655	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PI-3K cascade:FGFR3	76	6	4.51205970305733	0.151624548736462	0.457247567934286	EGF;NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PI-3K cascade:FGFR4	76	5	4.3163000637863	0.181708784596871	0.509317715135655	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PI3K events in ERBB2 signaling	76	5	4.3163000637863	0.181708784596871	0.509317715135655	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PI3K events in ERBB4 signaling	76	6	4.51205970305733	0.151624548736462	0.457247567934286	EGF;NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PI Metabolism	43	5	4.0362915776961	0.261845386533666	0.623785356991821	ARF1;INPP4B;MTMR2;PIK3C2G;PIK3R4
Pink/Parkin Mediated Mitophagy	14	2	2.24633084377726	0.665835411471322	0.701679454548276	MAP1LC3B;MFN2
PIP3 activates AKT signaling	76	5	4.3163000637863	0.181708784596871	0.509317715135655	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
PIWI-interacting RNA (piRNA) biogenesis	21	2	3.31777023908039	0.413965087281795	0.623785356991821	POLR2A;POLR2L
PKA activation	11	4	2.68609449656666	0.487364620938628	0.623785356991821	ADCY1;ADCY8;ADCY9;CALM3
PKA activation in glucagon signalling	10	5	2.78957431325092	0.460890493381468	0.623785356991821	ADCY1;ADCY3;ADCY8;ADCY9;GNAS
PKA-mediated phosphorylation of CREB	11	4	2.62668752427799	0.500601684717208	0.623785356991821	ADCY1;ADCY3;ADCY8;CALM3
PKB-mediated events	31	2	3.71223134585423	0.324189526184539	0.623785356991821	MTOR;PRKAA1
PKMTs methylate histone lysines	41	3	5.24533315071859	0.0770156438026474	0.378971695166488	HIST1H3I;KMT2C;SETD2
Platelet activation, signaling and aggregation	114	40	1.89969550388797	0.720818291215403	0.717318816047996	AKT1;AKT2;DAGLA;DAGLB;DGKG;DGKH;DGKI;DGKQ;F2;F2RL3;FN1;GNA11;GNA14;GNA15;GNAI2;GNAT3;GNG11;GNG2;GNG4;GNG7;GP9;IL2RA;IL3;JAK3;MAPK1;PIK3CG;PIK3R1;PIK3R6;PLCG2;PRKCB;RAF1;RAP1A;RAP1B;RHOA;SOS1;SRC;STXBP3;SYK;VAV2;VWF
Platelet Adhesion to exposed collagen	0	NA	NA	NA	NA	
Platelet Aggregation (Plug Formation)	25	2	3.03471648110094	0.49002493765586	0.623785356991821	FN1;RAP1B
Platelet calcium homeostasis	16	2	2.80823126910822	0.612676056338028	0.676271791495362	ATP2B4;ITPR1
Platelet homeostasis	62	2	2.80823126910822	0.457280385078219	0.623785356991821	ATP2B4;ITPR1
Platelet sensitization by LDL	12	2	1.89711729245052	0.743142144638404	0.717318816047996	PECAM1;PPP2CA
PLC beta mediated events	31	5	2.96666062121961	0.418772563176895	0.623785356991821	ADCY1;ADCY3;ADCY8;ADCY9;PDE1C
PLCG1 events in ERBB2 signaling	24	5	2.86288692630026	0.441636582430806	0.623785356991821	ADCY1;ADCY3;ADCY8;CALM3;CAMK4
PLC-gamma1 signalling	22	2	3.82628267779899	0.261131167268351	0.623785356991821	NTRK1;PLCG1
Polo-like kinase mediated events	14	2	2.75190858666898	0.56359102244389	0.64508098322596	EP300;FOXM1
Polymerase switching	11	2	-0.246007847644363	0.995570321151717	0.766645397684284	PRIM1;RFC3
Polymerase switching on the C-strand of the telomere	0	NA	NA	NA	NA	
Porphyrin metabolism	0	NA	NA	NA	NA	
Post-chaperonin tubulin folding pathway	14	2	3.23272724864887	0.519953051643192	0.632289716362594	TBCD;TUBB1
Post-Elongation Processing of Intron-Containing pre-mRNA	23	2	1.63088003677896	0.897042716319825	0.749362450230115	CPSF1;SRSF11
Post-Elongation Processing of Intronless pre-mRNA	18	2	0.961408346928046	0.924882629107981	0.752326154722782	CPSF1;CPSF2
Post-Elongation Processing of the Transcript	30	2	1.63088003677896	0.866002214839424	0.746171194613845	CPSF1;SRSF11
Post NMDA receptor activation events	28	2	1.90950471325217	0.741895261845387	0.717318816047996	ACTN2;RASGRF2
Postsynaptic nicotinic acetylcholine receptors	13	3	0.419106150065784	0.951371571072319	0.753901725439927	CHRNA3;CHRNA5;CHRNA7
Post-translational modification: synthesis of GPI-anchored proteins	13	2	0.389207705528131	0.97352587244284	0.758504744244701	DPM2;PIGP
Post-translational protein modification	307	6	5.43158779978492	0.0565583634175692	0.378971695166488	NUP107;NUP188;NUP205;TPR;UBA2;UBE2I
Potassium Channels	49	5	3.30002989785218	0.34777376654633	0.623785356991821	KCNAB3;KCNH2;KCNH3;KCNH4;KCNQ1
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	15	2	3.31777023908039	0.502347417840376	0.623785356991821	POLR2A;POLR2L
PPARA activates gene expression	93	6	7.03306229086106	0.01323706377858	0.378971695166488	EP300;HMGCS1;MED13L;MED4;NCOA1;SREBF2
PRC2 methylates histones and DNA	39	2	2.77052073225582	0.706462212486309	0.717318816047996	AEBP2;HIST1H3I
Prefoldin mediated transfer of substrate  to CCT/TriC	19	2	6.67859147747633	0.044296788482835	0.378971695166488	CCT4;CCT6A
pre-mRNA splicing	83	17	2.39274277101772	0.778751369112815	0.724266648168417	CCAR1;CPSF1;CPSF7;DNAJC8;HNRNPH1;HSPA8;POLR2A;POLR2C;POLR2K;POLR2L;RBM5;SF3A2;SF3B1;SNRPA1;SRSF1;SRSF11;YBX1
Pre-NOTCH Expression and Processing	37	2	4.66659472680251	0.153366583541147	0.460445386890967	EP300;TNRC6A
Pre-NOTCH Processing in Golgi	17	2	2.41451392118988	0.622194513715711	0.676806433541277	ATP2A1;NOTCH3
Pre-NOTCH Transcription and Translation	22	2	4.66659472680251	0.206572769953052	0.553735584666824	EP300;TNRC6A
Presynaptic function of Kainate receptors	16	2	0.989640980574605	0.943521594684385	0.753487396156887	GNG2;PLCB2
Presynaptic nicotinic acetylcholine receptors	11	2	0.94504819195938	0.907730673316708	0.749362450230115	CHRNA3;CHRNA5
Presynaptic phase of homologous DNA pairing and strand exchange	37	3	2.08059783216663	0.830230010952902	0.739574260943796	BRCA2;MRE11A;RAD9B
Processing of Capped Intron-Containing Pre-mRNA	117	21	4.25348597616728	0.320044296788483	0.623785356991821	AAAS;CPSF1;DDX23;HNRNPF;HNRNPH1;HNRNPL;METTL3;NUP107;NUP188;NUP205;NUP35;NUPL2;POLR2A;POLR2H;POLR2L;RBM5;SF3A2;SF3B3;SNRNP48;SNRPF;ZMAT5
Processing of Capped Intronless Pre-mRNA	18	2	0.961408346928046	0.924882629107981	0.752326154722782	CPSF1;CPSF2
Processing of DNA double-strand break ends	69	26	0.560436474255999	0.962441314553991	0.755254804411399	ATR;BLM;DNA2;EXO1;FAM175A;HERC2;HIST1H2BA;HIST1H2BB;HIST1H2BM;HIST1H4H;HIST1H4J;HIST1H4K;NBN;PPP4R2;RAD50;RAD9B;RFC3;RMI2;RNF4;RPA1;RPA2;RPA3;TOPBP1;UBE2I;UIMC1;WHSC1
Processing of Intronless Pre-mRNAs	11	2	0.961408346928046	NA	NA	CPSF1;CPSF2
Processive synthesis on the C-strand of the telomere	11	2	1.70203691529085	0.863787375415282	0.746171194613845	FEN1;POLD1
Processive synthesis on the lagging strand	11	2	1.72540494429027	0.857142857142857	0.746171194613845	FEN1;PRIM1
Programmed Cell Death	114	5	5.54726705643098	0.049338146811071	0.378971695166488	CASP3;GSN;PAK2;PSMD5;PSME4
Prolactin receptor signaling	11	2	3.77556055140782	0.423034330011074	0.623785356991821	PRL;PRLR
Prolonged ERK activation events	187	65	3.30259437653787	0.34777376654633	0.623785356991821	ARRB1;CALM3;CNKSR1;CSF2RB;DUSP1;DUSP10;EGF;ERBB4;FGF10;FGF2;FGF23;FGF6;FRS2;HRAS;IRS2;ITGA2B;JAK1;KIT;KL;KLB;KSR2;LAT;MAPK3;NCAM1;NF1;NRG1;NRG2;NRG3;NTRK1;PAQR3;PDGFRA;PDGFRB;PPP2CA;PPP2R1B;PPP2R5B;PPP2R5C;PSMA1;PSMA3;PSMA4;PSMA5;PSMB7;PSMC3;PSMC4;PSMC6;PSMD12;PSMD13;PSMD5;PSMD8;PSME4;RAF1;RAP1B;RAPGEF1;RASA3;RASAL1;RASAL2;RASAL3;RASGRF2;RASGRP4;SHC2;SPRED1;SPTB;SPTBN1;SPTBN5;SRC;YWHAB
Prostacyclin signalling through prostacyclin receptor	14	2	0.691169731915812	0.954225352112676	0.753901725439927	GNAS;GNG2
