db	pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
reactome	Acyl chain remodelling of PS	11	4	5.690821436	0.089201878	0.378971695	LPCAT4;PLA2G2A;PLA2G4D;PLA2G4E
kegg	Serotonergic synapse	59	3	4.873503565	0.090600227	0.086757773	GNAQ;PLA2G4D;PLA2G4E
reactome	TCR signaling	81	5	5.189654095	0.091022444	0.384245157	CHUK;NFKBIA;PSMD13;PSMD5;PSME4
kegg	Adipocytokine signaling pathway	52	2	4.859004956	0.091732729	0.086757773	ACACB;PRKAA1
kegg	AMPK signaling pathway	74	2	4.859004956	0.091732729	0.086757773	ACACB;PRKAA1
reactome	Formation of a pool of free 40S subunits	63	3	6.027266389	0.093099671	0.384245157	EIF3F;RPL31;RPS3A
kegg	Glutathione metabolism	32	2	5.465878255	0.09478673	0.086757773	GPX4;GSTM1
reactome	Circadian Clock	50	3	5.014089199	0.095066185	0.384245157	EP300;NCOA1;NPAS2
reactome	G alpha (12/13) signalling events	59	5	4.98642217	0.096269555	0.384245157	ARHGEF1;ITSN1;MCF2L;OBSCN;RHOA
nci	EPO signaling pathway	24	2	4.567354129	0.096670247	0.413086191	EPOR;MAPK8
kegg	Non-alcoholic fatty liver disease (NAFLD)	54	2	4.758037802	0.097395243	0.086757773	ITCH;MAPK8
kegg	TNF signaling pathway	57	2	4.758037802	0.097395243	0.086757773	ITCH;MAPK8
reactome	Amino acid transport across the plasma membrane	25	2	4.969482549	0.098676294	0.384245157	SLC1A5;SLC38A2
kegg	Lysine degradation	41	3	4.708835205	0.101925255	0.086757773	CAMKMT;KMT2C;SETD2
kegg	HTLV-I infection	139	6	4.707518096	0.101925255	0.086757773	AKT1;CHUK;MAP3K14;PDGFRB;PIK3R1;TNFRSF13C
reactome	DNA Replication	80	8	5.1075172	0.102244389	0.384245157	FEN1;MCM10;ORC1;PRIM1;PSMA1;PSMD13;PSMD5;PSME4
reactome	Signaling by NOTCH1	54	5	4.954352069	0.102286402	0.384245157	DTX1;DTX4;EP300;ITCH;NOTCH1
reactome	Integrin cell surface interactions	64	7	4.945847217	0.102286402	0.384245157	COL18A1;FBN1;ITGA6;ITGA8;ITGB1;ITGB3;TNC
reactome	Autodegradation of the E3 ubiquitin ligase COP1	38	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	CDK-mediated phosphorylation and removal of Cdc6	37	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Degradation of AXIN	40	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	p53-Independent DNA Damage Response	38	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Regulation of activated PAK-2p34 by proteasome mediated degradation	36	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Regulation of Apoptosis	37	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Regulation of ornithine decarboxylase (ODC)	38	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	SCF-beta-TrCP mediated degradation of Emi1	39	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Stabilization of p53	39	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Ubiquitin-dependent degradation of Cyclin D	36	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Ubiquitin-dependent degradation of Cyclin D1	36	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	38	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Vif-mediated degradation of APOBEC3G	39	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
reactome	Vpu mediated degradation of CD4	37	2	5.912859208	0.102957284	0.384245157	PSMD5;PSME4
kegg	Alcoholism	107	2	4.980069873	0.104381443	0.086757773	HDAC5;HIST3H2A
reactome	Activation of Matrix Metalloproteinases	25	2	4.939131387	0.104693141	0.384353028	COL18A1;MMP9
reactome	Assembly of collagen fibrils and other multimeric structures	20	2	4.939131387	0.104693141	0.384353028	COL18A1;MMP9
reactome	Collagen degradation	13	2	4.939131387	0.104693141	0.384353028	COL18A1;MMP9
kegg	Glucagon signaling pathway	66	9	4.657049025	0.105322763	0.086757773	ACACB;CREB5;EP300;PCK1;PHKG1;PRKAA1;PRKACB;PYGB;PYGM
reactome	Opioid Signalling	66	2	4.928632093	0.10589651	0.386669415	ADCY8;PDE4B
reactome	Respiratory electron transport	46	2	5.087900493	0.10723192	0.389440433	NDUFA10;NDUFB5
nci	Syndecan-4-mediated signaling events	25	4	4.930731461	0.109090909	0.413086191	ACTN1;LAMA3;MMP9;SDC4
reactome	RORA activates gene expression	25	3	5.014089199	0.112219451	0.402163943	EP300;NCOA1;NPAS2
reactome	Cytosolic sensors of pathogen-associated DNA	54	2	4.89224745	0.113116727	0.402163943	PRKDC;TMEM173
reactome	NRAGE signals death through JNK	35	5	4.883176338	0.113116727	0.402163943	ITSN1;MAPK8;MCF2L;OBSCN;RAC1
reactome	Transmembrane transport of small molecules	400	131	4.879435427	0.113116727	0.402163943	ABCB10;ABCC9;ANO3;ANO5;ASIC1;ASIC4;ASPH;ATP1A2;ATP1A3;ATP2B1;ATP2B4;BEST3;BSND;C8orf44-SGK3;CLCA1;CLCA4;CLCNKA;CLCNKB;CYBRD1;FXYD1;FXYD7;G6PC;GABRA1;GABRA6;GABRB3;GABRG3;GABRR3;GCK;GCKR;HK1;HK2;HK3;HMOX1;HTR3A;HTR3B;HTR3C;HTR3E;KCNJ11;MCOLN1;MCOLN3;NEDD4L;NUP153;NUP188;NUP210;NUP214;NUP37;NUP54;NUP85;NUPL2;POM121;RAF1;RUNX1;RYR2;RYR3;SCNN1A;SCNN1G;SEH1L;SGK2;SLC11A1;SLC12A2;SLC12A4;SLC12A6;SLC13A3;SLC13A5;SLC16A7;SLC17A3;SLC1A1;SLC1A3;SLC1A4;SLC1A5;SLC22A12;SLC24A2;SLC24A4;SLC26A4;SLC26A6;SLC29A4;SLC2A3;SLC2A6;SLC2A9;SLC30A3;SLC30A5;SLC30A6;SLC34A1;SLC34A3;SLC38A2;SLC38A4;SLC39A1;SLC39A2;SLC39A3;SLC39A8;SLC40A1;SLC43A1;SLC4A1;SLC4A4;SLC4A8;SLC4A9;SLC5A1;SLC5A11;SLC5A4;SLC5A5;SLC5A9;SLC6A12;SLC6A3;SLC7A1;SLC7A11;SLC7A5;SLC7A7;SLC7A8;SLC7A9;SLC8B1;SLC9A1;SLC9A3;SLC9A4;SLC9A9;SLC9B1;SLC9C1;SLC9C2;SRI;STEAP3;TPR;TRPC1;TRPC4;TRPM2;TRPM4;TRPM5;TRPV1;TRPV3;TTYH1;UNC80;WNK4;WWP1
nci	Regulation of nuclear SMAD2/3 signaling	46	4	4.866617847	0.113636364	0.413086191	EP300;NCOA1;SIN3B;SMAD4
kegg	Hypertrophic cardiomyopathy (HCM)	23	2	4.558900689	0.114382786	0.088176166	MYH6;MYL2
kegg	Neurotrophin signaling pathway	91	8	4.557156973	0.114382786	0.088176166	MAP2K7;MAP3K1;MAPK8;NGFR;NTF3;NTRK1;PRDM4;RAC1
kegg	Notch signaling pathway	39	7	4.867520521	0.114690722	0.088176166	CTBP2;DTX1;DTX4;EP300;NCOR2;NOTCH3;RBPJL
reactome	PI3K/AKT activation	77	3	4.864996327	0.115523466	0.407978477	NTRK1;PDGFRB;PIK3CA
reactome	Synthesis of PA	19	3	4.977902471	0.1159601	0.407978477	AGPAT1;PLA2G2A;PLA2G4D
kegg	MAPK signaling pathway	198	50	4.52430599	0.1200453	0.09028649	BRAF;CACNA1A;CACNA1B;CACNA1H;CACNA1I;CACNA2D1;CACNA2D3;CACNA2D4;CACNB1;CASP3;CHUK;DUSP16;DUSP5;EGF;EGFR;FGFR4;GRB2;HRAS;HSPA6;IL1R2;JMJD7-PLA2G4B;KRAS;MAP2K1;MAP2K3;MAP3K1;MAP3K14;MAP3K2;MAP4K3;MAPK12;MAPK3;MAPK8;MAPKAPK2;MAPKAPK5;MAPT;MECOM;NFATC3;NTRK1;PAK2;PLA2G4A;PLA2G4C;PLA2G4D;PLA2G4E;PTPN7;RAP1B;RASA1;RASGRF2;RASGRP2;RELB;SOS1;TRAF2
reactome	STING mediated induction of host immune responses	15	2	4.89224745	0.123441397	0.418030117	PRKDC;TMEM173
reactome	Eukaryotic Translation Elongation	58	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
reactome	Eukaryotic Translation Termination	55	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
reactome	Nonsense-Mediated Decay (NMD)	74	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
reactome	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	74	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
reactome	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	60	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
reactome	Peptide chain elongation	54	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
reactome	Viral mRNA Translation	54	2	5.780676311	0.123767798	0.418030117	RPL31;RPS3A
nci	Beta3 integrin cell surface interactions	34	3	4.325117737	0.124597207	0.413086191	CD47;ITGB3;PDGFRB
reactome	BBSome-mediated cargo-targeting to cilium	20	2	5.51659585	0.125138427	0.420556681	BBS1;CCT4
nci	Signaling events mediated by HDAC Class I	35	2	4.315013774	0.126745435	0.413086191	CHD4;GATAD2B
reactome	Activated NOTCH1 Transmits Signal to the Nucleus	25	2	4.826863796	0.130922693	0.437817849	DTX1;ITCH
nci	IL4-mediated signaling events	43	3	4.749325542	0.131818182	0.413086191	ALOX15;PARP14;STAT6
nci	Coregulation of Androgen receptor activity	55	4	4.75003621	0.131818182	0.413086191	GSN;KLK3;MAK;PRKDC
kegg	Glioma	57	3	4.432485233	0.132502831	0.095646653	IGF1R;PDGFRB;PIK3R1
kegg	Metabolism of xenobiotics by cytochrome P450	62	7	5.068413012	0.132701422	0.095646653	ADH7;AKR1C1;ALDH3B2;CYP1A1;GSTM1;MGST3;UGT2B4
nci	Ceramide signaling pathway	41	3	4.24442579	0.134264232	0.413086191	ASAH1;BAX;EGF
reactome	tRNA Aminoacylation	35	2	4.663482245	0.135980746	0.446785213	EPRS;PPA1
reactome	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	39	2	5.667138502	0.136911281	0.446785213	EIF2S2;RPS3A
reactome	"Formation of the ternary complex, and subsequently, the 43S complex"	32	2	5.667138502	0.136911281	0.446785213	EIF2S2;RPS3A
reactome	Ribosomal scanning and start codon recognition	38	2	5.667138502	0.136911281	0.446785213	EIF2S2;RPS3A
reactome	Translation initiation complex formation	39	2	5.667138502	0.136911281	0.446785213	EIF2S2;RPS3A
reactome	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	60	5	4.642769923	0.139590854	0.453339469	CHUK;EP300;IFIH1;IRF3;ITCH
kegg	Leukocyte transendothelial migration	71	10	4.402798887	0.140430351	0.096799944	ACTB;CTNNA1;CYBA;MMP9;MYL2;RAC1;RAP1B;RHOA;ROCK1;VAV2
kegg	Drug metabolism - other enzymes	34	2	4.396096965	0.142695357	0.096799944	GUSB;UGT2B4
kegg	Porphyrin and chlorophyll metabolism	33	2	4.396096965	0.142695357	0.096799944	GUSB;UGT2B4
reactome	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	37	2	4.597393758	0.145607702	0.457247568	EP300;MAML3
reactome	NOTCH1 Intracellular Domain Regulates Transcription	31	2	4.597393758	0.145607702	0.457247568	EP300;MAML3
reactome	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	37	2	4.597393758	0.145607702	0.457247568	EP300;MAML3
reactome	Signaling by NOTCH1 in Cancer	37	2	4.597393758	0.145607702	0.457247568	EP300;MAML3
reactome	Signaling by NOTCH1 PEST Domain Mutants in Cancer	37	2	4.597393758	0.145607702	0.457247568	EP300;MAML3
reactome	Translocation of GLUT4 to the plasma membrane	44	7	4.595017778	0.145607702	0.457247568	AKT2;EXOC2;MYH15;RAB11A;RAB14;RALGAPB;TBC1D4
reactome	O-glycosylation of TSR domain-containing proteins	35	11	4.596619176	0.145607702	0.457247568	ADAMTS12;ADAMTS13;ADAMTS14;ADAMTS16;ADAMTS17;ADAMTS9;ADAMTSL2;POFUT2;SEMA5A;SPON1;SSPO
reactome	Formation of the beta-catenin:TCF transactivating complex	56	2	5.023293706	0.146713615	0.457247568	EP300;TCF7
kegg	Pyrimidine metabolism	81	6	5.573168344	0.146829811	0.097689151	DCK;ENTPD1;ENTPD4;NT5C2;POLR2A;POLR3F
reactome	Global Genome Nucleotide Excision Repair (GG-NER)	61	5	4.994744853	0.147887324	0.457247568	ACTR5;GTF2H3;INO80;PARP2;XPC
reactome	Glucose metabolism	58	2	4.553964086	0.150421179	0.457247568	GPI;HK2
reactome	Glycolysis	20	2	4.553964086	0.150421179	0.457247568	GPI;HK2
nci	Plexin-D1 Signaling	22	2	4.134899446	0.151450054	0.413086191	PLXND1;SEMA3C
reactome	Membrane Trafficking	182	3	4.512201108	0.151624549	0.457247568	AKT2;RALGAPB;TBC1D4
reactome	PI-3K cascade:FGFR1	76	6	4.512059703	0.151624549	0.457247568	EGF;NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	PI-3K cascade:FGFR3	76	6	4.512059703	0.151624549	0.457247568	EGF;NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	PI3K events in ERBB4 signaling	76	6	4.512059703	0.151624549	0.457247568	EGF;NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	Role of LAT2/NTAL/LAB on calcium mobilization	82	7	4.521877994	0.151624549	0.457247568	EGF;NRG1;PDGFA;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	Pre-NOTCH Expression and Processing	37	2	4.666594727	0.153366584	0.460445387	EP300;TNRC6A
reactome	Cytosolic tRNA aminoacylation	22	2	4.663482245	0.154613466	0.462134912	EPRS;PPA1
nci	Arf1 pathway	16	2	3.86416388	0.155092593	0.413086191	ARF1;COPA
reactome	Ion channel transport	147	51	4.474929082	0.157641396	0.469109595	ANO1;ANO2;ANO4;ASIC4;ATP1A1;ATP1A2;ATP1A4;ATP1B1;ATP1B2;ATP2A1;ATP2A3;ATP2B4;ATP2C2;CLCA1;CLCA2;CLCN2;CLCN6;CLCNKA;FXYD1;GABRA1;GABRA5;GABRA6;GABRB1;GABRG2;GABRG3;GLRB;HTR3A;HTR3E;MCOLN1;NALCN;RAF1;RYR2;RYR3;SCNN1D;SRI;TPCN1;TPCN2;TRPA1;TRPC1;TRPC3;TRPC7;TRPM1;TRPM2;TRPM3;TRPM4;TRPM5;TRPM7;TTYH2;WNK1;WNK2;WNK4
kegg	Amino sugar and nucleotide sugar metabolism	38	2	4.459101166	0.159793814	0.10430846	GPI;HK2
nci	Insulin-mediated glucose transport	14	2	4.078350772	0.160042965	0.413086191	AKT1;TBC1D4
nci	Syndecan-1-mediated signaling events	25	3	4.589075097	0.160227273	0.413086191	LAMA5;MMP9;SDC1
reactome	EPH-Ephrin signaling	81	8	4.622096754	0.164588529	0.487634717	ACTB;EPHB2;MMP9;MYH14;PAK2;RASA1;ROCK2;VAV2
nci	Regulation of RhoA activity	39	4	4.530894106	0.164772727	0.413086191	ARHGEF1;MCF2L;OBSCN;RHOA
nci	a6b1 and a6b4 Integrin signaling	30	2	4.045503251	0.165413534	0.413086191	AKT1;ITGA6
reactome	Anchoring of the basal body to the plasma membrane	78	6	5.406972875	0.167579409	0.492240475	CEP135;CEP152;RAB11A;RPGRIP1L;SEPT2;TCTN2
kegg	Prolactin signaling pathway	60	3	4.265712288	0.167610419	0.1061447	PRL;PRLR;STAT1
reactome	IRF3-mediated induction of type I IFN	13	2	4.89224745	0.167840376	0.492240475	PRKDC;TMEM173
nci	Glucocorticoid receptor regulatory network	58	7	4.494627848	0.168181818	0.413086191	BAX;IRF1;MAPK8;NCOA1;NR3C1;PRL;STAT1
reactome	Signaling by NOTCH2	22	2	4.597393758	0.168329177	0.492240475	EP300;MAML3
kegg	Apoptosis	70	5	4.254996573	0.168742922	0.1061447	AKT1;CHUK;MAP3K14;NTRK1;PIK3CA
reactome	Chromatin modifying enzymes	187	71	4.392484511	0.17087846	0.497541415	ACTB;ACTL6A;ACTL6B;AEBP2;ARID4B;ATXN7;CHD3;CHD4;CSRP2BP;DMAP1;DOT1L;ELP6;EP300;EZH2;GATAD2B;HIST1H2AD;HIST1H2AH;HIST1H2BI;HIST1H2BM;HIST1H3C;HIST1H3I;HIST1H4B;HIST1H4H;HIST1H4J;HIST1H4K;HIST2H2AC;HIST3H2A;ING5;JADE1;KAT2B;KAT6B;KAT8;KDM1A;KDM1B;KDM3A;KDM3B;KDM4C;KDM4D;KDM5B;KDM7A;KMT2C;MBIP;MCRS1;MEAF6;MECOM;MORF4L1;MSL2;MTA3;NCOR2;NSD1;PADI2;PBRM1;PHF2;PHF21A;PRDM16;PRMT7;RBBP5;RCOR1;REST;SAP18;SETD2;SETDB2;SMARCA2;SMARCB1;SMARCC2;SMYD3;SUZ12;TADA1;TADA2A;USP22;YEATS2
reactome	Repression of WNT target genes	12	2	4.854709037	0.172535211	0.500209252	CTBP2;TCF7
kegg	Pentose and glucuronate interconversions	23	2	4.396096965	0.177804296	0.10984737	GUSB;UGT2B4
reactome	Glycosphingolipid metabolism	18	2	4.360879553	0.178098676	0.509317715	ARSG;SUMF2
reactome	Sphingolipid metabolism	43	2	4.360879553	0.178098676	0.509317715	ARSG;SUMF2
reactome	"Fatty acid, triacylglycerol, and ketone body metabolism"	157	44	4.329380248	0.180505415	0.509317715	AACS;ABCA1;ACACA;ACADS;ACOT11;AGPAT5;ALAS1;BDH2;CDK8;CHD9;CPT1B;CYP1A1;DECR1;ECHS1;EP300;FADS1;FASN;G0S2;GLIPR1;GPAM;GRHL1;HADHA;HMGCS1;HMGCS2;LCLAT1;LPCAT1;MED13;MED13L;MED24;MED4;NCOA1;NCOA3;NCOR2;NFYB;NPAS2;PPARA;RGL1;RXRA;SIN3B;SLC27A1;SMARCD3;SREBF2;THEM4;TXNRD1
nci	Signaling events mediated by Stem cell factor receptor (c-Kit)	39	2	4.39574934	0.180681818	0.413086191	EPOR;STAT1
reactome	GAB1 signalosome	80	5	4.316300064	0.181708785	0.509317715	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	PI-3K cascade:FGFR2	76	5	4.316300064	0.181708785	0.509317715	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	PI-3K cascade:FGFR4	76	5	4.316300064	0.181708785	0.509317715	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	PI3K events in ERBB2 signaling	76	5	4.316300064	0.181708785	0.509317715	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
reactome	PIP3 activates AKT signaling	76	5	4.316300064	0.181708785	0.509317715	NRG1;PDGFRB;PTEN;TNRC6A;TNRC6B
nci	Syndecan-2-mediated signaling events	28	4	4.356591617	0.184090909	0.413086191	BAX;LAMA3;MAPK8;SDC2
nci	Signaling events mediated by HDAC Class II	17	3	3.925101927	0.185821697	0.413086191	HDAC4;NCOR2;RANGAP1
kegg	Platelet activation	112	13	4.193336761	0.186862967	0.113418481	ADCY9;COL27A1;ITGA2;ITPR1;ITPR2;LCP2;MAPK1;PIK3CA;PLA2G4D;PLA2G4E;PLCG2;RAP1B;RASGRP2
reactome	Aquaporin-mediated transport	33	2	4.274337179	0.188929001	0.523044577	MYO5B;RAB11A
reactome	Vasopressin regulates renal water homeostasis via Aquaporins	33	2	4.274337179	0.188929001	0.523044577	MYO5B;RAB11A
reactome	Carbohydrate metabolism	198	46	4.271379014	0.188929001	0.523044577	B4GALT1;B4GALT5;CALM3;ENO2;FBP2;FMOD;GAA;GAPDHS;GCK;GOT2;GPI;GYG1;GYS1;HK1;HK2;KERA;LCT;MDH1;MDH2;NUP107;NUP133;NUP188;NUP205;NUP37;NUP93;NUPL2;PC;PCK1;PFKFB3;PFKM;PPP1R3C;PYGM;SI;SLC25A10;SLC25A11;SLC25A12;SLC25A13;SLC2A1;SLC2A3;SLC5A1;SLC5A9;SORD;ST3GAL6;TKT;TPR;XYLB
kegg	cAMP signaling pathway	168	46	4.156877824	0.190260476	0.113489589	ADCY1;ADCY5;ADCY9;ADCYAP1R1;AKT1;ARAP3;ATP1A4;ATP1B2;ATP2B4;BAD;CACNA1C;CACNA1S;CNGA3;CNGB3;CREB3L4;EP300;FXYD1;GHRL;GIPR;GNAI2;GNAS;HCN4;HTR1D;HTR4;MAP2K1;MAPK1;MAPK3;MAPK8;NFATC1;PDE3B;PDE4B;PDE4D;PIK3CA;PIK3R1;PRKACB;PTGER3;RAC1;RAF1;RAP1B;RAPGEF4;RRAS;RYR2;SSTR2;SSTR5;SUCNR1;TIAM1
reactome	Vesicle-mediated transport	208	7	4.240653149	0.19253911	0.528705408	AKT1;AKT2;EXOC2;RAB11A;RAB13;RALGAPB;TBC1D4
reactome	TCF dependent signaling in response to WNT	158	46	4.254610786	0.19253911	0.528705408	APC;AXIN2;CSNK1G2;CTNNB1;DKK4;DVL1;DVL2;EP300;HIST1H3I;HIST1H4K;KMT2D;LEF1;LEO1;LGR6;LRP5;MEN1;PPP2CA;PPP2R5C;PPP2R5E;PSMA1;PSMA6;PSMB10;PSMB3;PSMC3;PSMC6;PSMD12;PSMD13;PSMD5;PSMD9;PSME4;PSMF1;RYK;SMURF2;SOX6;SOX7;TCF7;TCF7L1;TLE2;TLE3;TNKS2;UBA52;USP34;USP8;WNT3A;WNT8A;ZNRF3
reactome	Clathrin derived vesicle budding	42	2	4.459664347	0.194513716	0.529820125	ARF1;TPD52
reactome	trans-Golgi Network Vesicle Budding	42	2	4.459664347	0.194513716	0.529820125	ARF1;TPD52
nci	Validated transcriptional targets of deltaNp63 isoforms	35	4	4.267015153	0.195454545	0.413086191	IGFBP3;ITCH;NRG1;TP63
reactome	RHO GTPases activate IQGAPs	11	2	4.723871999	0.19600939	0.531127764	CALM3;IQGAP2
reactome	Lipid and lipoprotein metabolism	39	3	4.209519588	0.197352587	0.531127764	ABCG8;APOA1;P4HB
reactome	Biological oxidations	135	34	4.212892657	0.197352587	0.531127764	ACSS2;ADH1A;ADH1B;ADH1C;AKR1A1;ALDH1A1;CNDP2;CYP19A1;CYP1A1;CYP26B1;CYP2C9;CYP2F1;CYP46A1;CYP4B1;DPEP2;FMO1;FMO3;GGCT;GSS;GSTM1;GSTO1;GSTZ1;MGST1;MGST3;NCOA1;PAPSS2;SLC35D1;SULT1A1;SULT1A2;SULT1B1;SULT2A1;UGT1A7;UGT2B28;UGT2B4
kegg	Insulin signaling pathway	108	29	4.097671319	0.199320498	0.116878705	ACACA;ACACB;AKT1;AKT2;CALM3;CBLB;FOXO1;GRB2;HK1;HK2;INSR;IRS2;MAPK8;MTOR;NRAS;PCK1;PDE3B;PIK3CB;PIK3R1;PPP1R3A;PRKAA1;PRKAB1;PRKCZ;PYGB;PYGM;RAF1;SHC2;SOS2;SREBF1
nci	C-MYC pathway	21	3	3.756458353	0.202115159	0.413086191	MAX;PAK2;PPP2CA
kegg	Adrenergic signaling in cardiomyocytes	124	41	4.076063278	0.202718007	0.116889774	ACTC1;ADCY3;ADCY8;ADCY9;ADRB2;AKT1;AKT2;ATP1A2;ATP1A4;ATP1B3;CACNA1C;CACNA2D3;CACNB2;CALM3;CAMK2G;CREB5;GNAI2;GNAQ;GNAS;KCNE1;KCNQ1;MAPK1;MAPK11;MYH6;MYH7;MYL2;PIK3R2;PLCB2;PPP1CC;PPP1R1A;PPP2CA;PPP2R2A;PPP2R3C;PPP2R5B;PRKACB;PRKCA;RAPGEF4;RYR2;SCN4B;TNNI3;TPM4
nci	ATR signaling pathway	35	2	3.613584039	0.204861111	0.413086191	PPP2CA;PPP2R2B
nci	Internalization of ErbB1	31	6	3.817241746	0.205155747	0.413086191	CBL;EGF;ITSN1;LRIG1;RAF1;TSG101
nci	ErbB2/ErbB3 signaling events	33	2	3.809324236	0.20622986	0.413086191	MAPK8;NRG1
reactome	Pre-NOTCH Transcription and Translation	22	2	4.666594727	0.20657277	0.553735585	EP300;TNRC6A
nci	Direct p53 effectors	102	12	4.159420248	0.206818182	0.413086191	BAX;BTG2;COL18A1;CSE1L;GADD45A;IGFBP3;IRF5;MMP2;NFYB;RFWD2;TP53;TP53I3
reactome	MHC class II antigen presentation	73	3	4.157753359	0.208182912	0.553781301	CTSH;HLA-DRB5;LGMN
reactome	PCP/CE pathway	69	7	4.359686065	0.208229426	0.553781301	DVL2;PRICKLE1;PSMC6;PSMD13;PSMD5;PSME4;WNT4
kegg	Aldosterone synthesis and secretion	53	2	4.146554597	0.208762887	0.117542789	CREB5;CYP11B2
kegg	Glycosaminoglycan degradation	18	2	4.035813467	0.210645527	0.117542789	GUSB;HYAL4
reactome	Antigen processing: Ubiquitination & Proteasome degradation	171	52	4.321395674	0.211970075	0.561518765	ANAPC1;ANAPC5;ASB2;ASB5;CBLB;CDC27;CUL5;DET1;FBXO3;FBXO6;FBXW7;HECTD3;ITCH;KLHL21;LRSAM1;NEDD4L;PSMA1;PSMB10;PSMB11;PSMC1;PSMC6;PSMD13;PSMD5;PSMD8;PSMD9;PSME4;RCHY1;RNF123;RNF138;RNF144B;RNF19B;RNF220;RNF34;RNF4;SMURF2;TRIM11;TRIM37;TRIM63;TRIM71;UBA52;UBA6;UBA7;UBE2K;UBE2Q1;UBE2Q2;UBE2W;UBE2Z;UBE3B;UBE3C;UBR4;VPRBP;WWP1
reactome	HIV Infection	147	54	4.126775658	0.21299639	0.562033469	AP2S1;APOBEC3G;ARF1;BANF1;CCNT2;CD4;CD8B;CDK9;CHMP4A;CHMP5;CUL5;GTF2E1;GTF2H1;GTF2H3;KPNA1;NUP107;NUP153;NUP188;NUP205;NUP210;NUP54;NUPL2;PDCD6IP;POLR2A;POLR2B;POLR2D;POLR2K;POLR2L;POM121;PSMB10;PSMB11;PSMB3;PSMC3;PSMC6;PSMD13;PSMD3;PSMD5;PSMD8;PSMD9;PSME1;PSME4;RAN;RANBP1;RANGAP1;RNMT;SEH1L;SSRP1;SUPT16H;TAF4;TAF4B;TCEB1;TSG101;UBA52;VPS4B
reactome	Acyl chain remodelling of PG	10	3	4.631077256	0.214788732	0.563978051	LPCAT4;PLA2G2A;PLA2G4D
reactome	Negative regulators of RIG-I/MDA5 signaling	23	2	4.100973515	0.215403129	0.563978051	IFIH1;ITCH
reactome	Mitotic Prometaphase	85	4	5.14811409	0.21686747	0.56561973	NUP107;PDS5B;PPP2CA;RANGAP1
nci	Notch signaling pathway	38	3	4.114017363	0.219318182	0.413086191	EP300;ITCH;NOTCH1
reactome	Nuclear Receptor transcription pathway	40	5	4.064703942	0.220216606	0.57055294	ESRRB;HNF4G;MED1;RARB;RORC
reactome	Integration of energy metabolism	77	2	4.060958418	0.221419976	0.57055294	ACACB;MLX
nci	Trk receptor signaling mediated by PI3K and PLC-gamma	22	2	3.742838612	0.222341568	0.413086191	NTRK1;PLCG1
reactome	Formation of TC-NER Pre-Incision Complex	40	2	4.821388386	0.222591362	0.57055294	EP300;GTF2H3
reactome	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	62	2	4.821388386	0.222591362	0.57055294	EP300;GTF2H3
reactome	Cell-Cell communication	64	2	4.044994973	0.223826715	0.57055294	ACTN1;NPHS1
